2024-08-02 14:13:49.218 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:13:49.399 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求https://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 14:14:14.262 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:14:14.437 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求https://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 14:15:11.759 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:15:11.866 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 14:15:30.144 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:15:30.245 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 14:15:58.237 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:15:58.364 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 14:16:53.892 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 14:16:54.079 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:03:42.090 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:03:42.209 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:03:53.376 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:03:53.486 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:04:14.218 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:04:14.388 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:10:35.549 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:10:35.757 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:10:54.936 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:10:55.129 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:11:24.371 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:11:24.621 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:11:28.203 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:11:28.393 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:11:34.630 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:11:34.797 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:13:05.578 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:13:05.774 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:13:15.005 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:13:15.188 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:13:26.043 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:13:26.213 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:13:39.564 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:13:39.726 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:14:42.277 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:14:42.464 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:14:53.879 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-02 15:14:54.040 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/data/riding/detail成功
2024-08-02 15:15:12.515 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
